FileName,NWorksheets,NFunctions,NUniqueFunctions,Ncells,NNonEmptyCells,Nformulas,NUniqueFormulas,NRelatedWorksheets,NErrorCells,NNamedRanges,NUDFs, NFormulasReferring,NFormulasReferred,NFormulasOnce,NFormulasMore,NFormulasMost,NFunctionUsingList9
daren_farmer__5367__hpl0715.xls,3,3,2,113,109,9,3,0,0,0,0,2,0,1,2,6,0
daren_farmer__5369__CPInaclist0700.xls,6,0,0,1179,1179,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5370__July 17.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
daren_farmer__5371__hpl0718.xls,3,3,2,96,92,7,3,0,0,0,0,2,0,1,2,4,0
daren_farmer__5372__accrued0714.xls,1,0,0,11745,11745,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5373__hpl0719.xls,3,3,2,96,92,7,3,0,0,0,0,2,0,1,2,4,0
daren_farmer__5374__hpl0720.xls,3,4,2,102,97,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5375__hpl0720.xls,3,4,2,103,98,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5376__hpl0721.xls,3,4,2,101,96,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5377__EnronAvails0800.xls,2,24,4,3070,3063,79,20,0,0,0,0,20,20,2,21,14,0
daren_farmer__5378__08-00-A-T-E Report-Assets.xls,3,0,0,271,271,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5379__hpl0722.xls,3,4,2,107,102,10,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5380__Inactlist0700.xls,6,0,0,1343,1343,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5381__hpl0725.xls,3,4,2,91,86,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5382__Monthly Capacity Matrix.xls,12,206,4,2576,2451,343,184,0,0,0,0,45,69,139,45,9,0
daren_farmer__5383__MinHPLN00.xls,3,8,3,65,60,9,7,0,0,0,0,4,9,5,2,2,0
daren_farmer__5384__SDSNOM.xls,3,3,2,55,45,4,3,0,0,0,0,1,2,2,1,2,0
daren_farmer__5385__hpl0726.xls,3,4,2,91,86,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5386__hpl0725.xls,3,4,2,93,88,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5387__hpl0727.xls,3,4,2,86,81,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5388__HPL-Aug.xls,1,19,3,200,195,40,19,0,0,0,0,16,24,15,7,19,0
daren_farmer__5390__hpl0728.xls,3,4,2,86,81,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5391__0800Co-Owners Volumes to Enron.xls,2,42,4,1048,1044,92,37,0,0,0,0,36,25,24,15,20,0
daren_farmer__5392__EnronAvails0800rev1.xls,2,15,4,3100,3095,56,16,0,0,0,0,16,15,2,16,7,0
daren_farmer__5393__hpl0729.xls,3,4,2,101,96,10,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5394__buydefjuly2000.xls,1,0,0,868,868,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5395__hpl0801.xls,3,4,2,83,76,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5396__Stcpr070.xls,1,12,4,942,913,77,10,0,0,0,0,10,12,0,12,17,0
daren_farmer__5397__hpl0801.xls,3,4,2,97,92,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5398__hpl0802.xls,3,4,2,80,73,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5399__Stcpr070.xls,1,12,4,954,925,82,10,0,0,0,0,10,12,0,12,18,0
daren_farmer__5400__BAMMEL0700.xls,1,12,6,796,796,42,8,0,0,0,0,7,5,3,6,19,1
daren_farmer__5401__hpl0803.xls,3,4,2,80,73,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5402__hpl0804.xls,3,4,2,76,68,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5403__hpl0805.xls,3,3,2,92,87,10,3,0,0,0,0,2,0,1,2,6,0
daren_farmer__5404__BEVERLY BEATY-CARLOS RODRIGUEZ SPREADSHEET.xls,3,4,3,50,50,2,2,0,0,0,0,2,4,2,0,1,0
daren_farmer__5405__hpl0808.xls,3,3,2,78,73,7,3,0,0,0,0,2,0,1,2,4,0
daren_farmer__5406__JulyActivityDriver.xls,2,0,0,63142,63142,1,1,0,0,0,0,1,1,1,0,1,0
daren_farmer__5407__hpl0809.xls,3,4,2,86,78,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5408__hpl0810.xls,3,3,2,78,73,7,3,0,0,0,0,2,0,1,2,4,0
daren_farmer__5409__WTX0811.xls,4,4,3,112,112,7,4,0,0,0,0,3,2,1,3,2,0
daren_farmer__5410__hpl0811.xls,3,3,2,79,74,7,3,0,0,0,0,2,0,1,2,4,0
daren_farmer__5411__hpl0811.xls,3,3,2,78,73,7,3,0,0,0,0,2,0,1,2,4,0
daren_farmer__5412__hpl0812.xls,3,4,2,83,75,10,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5413__TUFCO 2000.xls,34,755,12,17704,17105,1362,470,26,52,9,0,281,323,373,131,62,1
daren_farmer__5414__hpl0815.xls,3,4,2,67,58,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5415__buydefaug2000.xls,1,0,0,924,924,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5416__hpl0816.xls,3,4,2,67,58,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5417__buydefaug2000.xls,1,0,0,925,925,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5418__Industrials0800.xls,2,2,1,885,830,7,2,0,0,0,0,2,0,0,2,5,0
daren_farmer__5419__hpl0817.xls,3,4,2,67,58,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5420__hpl0818.xls,3,4,2,67,58,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5421__bkrqst0800.xls,1,1,1,78,78,1,1,0,0,0,0,0,0,1,0,1,0
daren_farmer__5422__Book3.xls,5,26,4,6282,5860,21,20,2,0,2,0,18,18,19,1,2,0
daren_farmer__5423__hpl0819.xls,3,4,2,78,69,10,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5424__hpl0822.xls,3,4,2,60,49,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5425__hpl0823.xls,3,4,2,64,54,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5426__hpl0824.xls,3,4,2,64,54,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5427__TUFCO 2000.xls,34,756,12,17716,17130,1363,471,26,52,9,0,281,323,374,131,62,1
daren_farmer__5428__3rd Party Transport Expense Production & Overview.xls,2,5,2,997,995,22,7,0,0,0,0,7,7,3,5,11,0
daren_farmer__5429__hpl exp.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
daren_farmer__5430__Notification Rpt 0800.xls,9,0,0,2120,2120,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5431__hpl0825.xls,3,4,2,68,59,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5432__hpl0826.xls,3,4,2,79,70,10,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5433__EnronAvails0900.xls,2,14,4,3103,3098,69,15,0,0,0,0,15,10,2,15,24,0
daren_farmer__5434__MinHPLN00.xls,3,8,3,67,63,9,7,0,0,0,0,4,9,5,2,2,0
daren_farmer__5435__SDSNOM.xls,3,3,2,57,48,4,3,0,0,0,0,1,2,2,1,2,0
daren_farmer__5436__HPL-Sept.xls,1,20,3,206,201,40,20,0,0,0,0,17,25,17,5,19,0
daren_farmer__5437__hpl0830.xls,3,4,2,68,59,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5438__EnronAvails0900Rev01.xls,2,14,4,3104,3099,49,15,0,0,0,0,15,8,2,15,6,0
daren_farmer__5439__0900Co-Owners Volumes to Enron.xls,2,42,4,1054,1050,92,37,0,0,0,0,36,25,24,15,20,0
daren_farmer__5440__BKRQST72.xls,1,1,1,46,46,2,2,0,0,0,0,1,1,2,0,1,0
daren_farmer__5441__0900Co-Owners Volumes to Enron.xls,2,42,4,1056,1053,92,37,0,0,0,0,36,25,24,15,20,0
daren_farmer__5442__EnronAvails0900Rev02.xls,2,14,4,3105,3100,49,15,0,0,0,0,15,8,2,15,6,0
daren_farmer__5445__hpl0831.xls,3,4,2,73,64,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5446__Cleburne Pricing.xls,1,5,3,87,87,5,4,0,0,0,0,2,8,3,2,2,0
daren_farmer__5447__Stcpr080.xls,1,17,4,942,896,86,15,0,0,0,0,15,19,1,22,13,0
daren_farmer__5448__HPL-Sept.xls,1,20,3,206,201,40,20,0,0,0,0,17,25,17,5,19,0
daren_farmer__5449__HPL-Sept.xls,1,19,3,206,201,39,19,0,0,0,0,17,24,16,5,19,0
daren_farmer__5450__hpl0901.xls,3,4,2,68,59,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5451__Notification Rpt 0800.xls,9,0,0,2120,2120,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5452__hpl0902.xls,3,4,2,84,74,13,4,0,0,0,0,3,0,1,3,4,0
daren_farmer__5453__hpl0902.xls,3,4,2,85,75,13,4,0,0,0,0,3,0,1,3,4,0
daren_farmer__5454__PanEnergy_ Final_Feb 2000 .xls,2,48,7,2321,2253,121,58,0,0,0,0,58,71,44,36,20,1
daren_farmer__5455__hpl0906.xls,3,4,2,78,69,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5457__hpl0906.xls,3,4,2,74,69,7,4,0,0,0,0,3,0,2,2,3,0
daren_farmer__5461__hpl0907.xls,3,3,2,73,69,7,3,0,0,0,0,2,0,1,2,4,0
daren_farmer__5462__hpl0908.xls,3,4,2,73,64,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5463__hpl0908.xls,3,4,2,74,65,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5464__staffing.xls,1,1,1,759,758,1,1,0,0,0,0,1,1,1,0,1,0
daren_farmer__5465__HPL-Sept.xls,1,20,3,590,585,177,20,0,0,0,0,18,25,2,20,19,0
daren_farmer__5466__hpl0909.xls,3,4,2,80,70,10,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5467__hpl0912.xls,3,4,2,61,49,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5469__PanEnergy_ Final_Mar 2000 .xls,3,48,7,2407,2371,865,51,1,0,0,0,50,71,37,31,611,1
daren_farmer__5470__Duke_Final_April_2000.xls,3,43,7,1378,1342,80,43,0,0,0,0,43,58,29,25,19,1
daren_farmer__5474__hpl0912.xls,3,4,2,62,50,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5475__hpl0913.xls,3,4,2,61,49,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5477__staffing.xls,1,1,1,760,759,1,1,0,0,0,0,1,1,1,0,1,0
daren_farmer__5478__Energy Operations Activities.xls,2,9,1,253,253,22,9,0,0,0,0,9,9,2,10,5,0
daren_farmer__5479__staffing.xls,2,5,1,975,974,5,5,1,0,0,0,5,5,5,0,1,0
daren_farmer__5480__BKRQST74.xls,1,1,1,44,44,2,2,0,0,0,0,1,1,2,0,1,0
daren_farmer__5481__hpl0914.xls,3,4,2,61,49,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5482__hpl0915.xls,3,4,2,61,49,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5483__hpl0916.xls,3,4,2,73,62,8,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5484__hpl0919.xls,3,4,2,65,54,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5485__hpl0920.xls,3,4,2,61,49,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5486__hpl0921.xls,3,4,2,61,49,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5487__HPL-Sept.xls,1,20,3,1214,1209,165,20,0,0,0,0,18,22,2,26,26,0
daren_farmer__5488__hpl0922.xls,3,4,2,61,49,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5489__2000 Winter Plan.xls,6,118,6,1941,1935,380,92,5,0,0,0,89,119,52,46,42,0
daren_farmer__5490__2000 Winter Plan.xls,6,117,6,1941,1935,377,91,5,0,0,0,88,115,52,41,42,0
daren_farmer__5491__hpl0923.xls,3,4,2,70,58,10,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5492__SDSNOM.xls,3,11,5,140,131,9,8,0,0,0,0,5,9,7,1,2,0
daren_farmer__5493__MinHPLN00.xls,3,10,3,69,66,10,8,0,0,0,0,5,11,6,2,2,0
daren_farmer__5494__10-00-A-T-E Report-Assets.xls,1,0,0,405,405,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5495__hpl0926.xls,3,4,2,61,49,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5496__EnronAvails1000.xls,2,23,4,3148,3142,61,19,0,0,0,0,19,15,2,20,6,0
daren_farmer__5497__EnronAvails1000.xls,2,23,4,3148,3142,61,19,0,0,0,0,19,15,2,20,6,0
daren_farmer__5498__hpl0927.xls,3,4,2,61,49,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5499__Book2.xls,4,180,14,6601,6020,390,259,7,0,85,0,194,171,228,35,14,1
daren_farmer__5500__hpl0928.xls,3,4,2,61,49,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5501__accrued0922.xls,2,0,0,375430,375430,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5502__hpl0929.xls,3,4,2,61,49,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5503__1000Co-Owners Volumes to Enron.xls,2,42,4,1056,1053,92,37,0,0,0,0,36,25,24,15,20,0
daren_farmer__5504__HPL-Oct.xls,1,19,3,206,201,39,19,0,0,0,0,17,24,16,5,19,0
daren_farmer__5505__hpl0930.xls,3,3,2,95,91,13,3,0,0,0,0,2,0,1,2,8,0
daren_farmer__5506__hpl1003.xls,3,4,2,78,69,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5507__buydef.xls,1,0,0,379,379,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5508__105633.xls,1,1,1,92,84,5,1,0,0,0,0,1,0,0,1,5,0
daren_farmer__5509__hpl1004.xls,3,3,2,69,65,7,3,0,0,0,0,2,0,1,2,4,0
daren_farmer__5510__hpl1005.xls,3,3,2,69,65,7,3,0,0,0,0,2,0,1,2,4,0
daren_farmer__5511__accrued0922.xls,2,3,2,613548,613548,2,2,0,0,0,0,2,3,2,0,1,0
daren_farmer__5512__tufco.xls,3,6,3,204,198,47,6,0,0,0,0,6,5,0,6,23,0
daren_farmer__5513__hpl1006.xls,3,4,2,70,61,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5514__HPL-Oct.xls,1,19,3,590,585,167,19,0,0,0,0,17,24,4,17,19,0
daren_farmer__5515__hpl1007.xls,3,4,2,70,58,10,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5516__HPLs Calc Sheet AUGUST_2000.xls,3,47,7,1398,1360,85,47,0,0,0,0,47,64,32,26,19,1
daren_farmer__5517__HPL-Oct.xls,1,5,2,587,585,23,5,0,0,0,0,3,2,4,1,19,0
daren_farmer__5518__opm0900.xls,1,2,2,96,90,6,2,0,0,0,0,1,0,1,1,5,0
daren_farmer__5519__HPL-Oct.xls,1,6,2,587,585,24,6,0,0,0,0,3,2,5,1,19,0
daren_farmer__5520__hpl1010.xls,3,4,2,65,54,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5522__hpl1011.xls,3,4,2,65,54,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5523__HPL-Oct.xls,1,21,3,734,729,76,22,0,0,0,0,18,23,6,19,19,0
daren_farmer__5524__HPLN1012.xls,3,4,2,61,49,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5525__HPLN1014.xls,3,4,2,70,58,10,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5527__HPLN1017.xls,3,4,2,64,53,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5528__Tufco payments1.xls,1,6,3,386,385,80,6,0,0,0,0,6,5,0,6,39,0
daren_farmer__5529__Cannon WACOG Winter 2000.xls,1,5,4,56,55,16,3,0,0,0,0,3,4,0,4,10,0
daren_farmer__5530__HPLN1020.xls,3,4,2,65,54,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5531__HPLN1021.xls,3,4,2,74,63,9,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5532__EnronAvails1100.xls,2,24,4,3189,3183,73,20,0,0,0,0,20,20,3,20,17,0
daren_farmer__5533__HPLN1024.xls,3,4,2,69,59,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5534__HPLN1024.xls,3,4,2,70,60,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5535__EnronAvails1100.xls,2,24,4,3190,3184,72,20,0,0,0,0,20,20,3,20,16,0
daren_farmer__5536__HPLN1025.xls,3,4,2,69,59,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5537__BAMQ.xls,12,0,0,730,730,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5538__HPLN1026.xls,3,4,2,69,59,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5539__MinHPLN00.xls,3,10,3,71,69,10,8,0,0,0,0,5,11,6,2,2,0
daren_farmer__5540__SDSNOM.xls,3,11,5,142,134,9,8,0,0,0,0,5,9,7,1,2,0
daren_farmer__5544__apr2000.xls,1,25,4,6544,6544,50,26,0,0,0,0,9,15,18,10,12,0
daren_farmer__5545__HPLN1027.xls,3,4,2,64,54,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5546__HPL-Nov.xls,1,18,3,201,196,40,19,0,1,0,0,16,23,15,7,19,0
daren_farmer__5547__HPLN1028.xls,3,4,2,79,70,10,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5548__HPLN1031.xls,3,4,2,64,54,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5549__HPLN1031.xls,3,4,2,65,55,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5550__1100Co-Owners Volumes to Enron.xls,2,42,4,1057,1054,92,37,0,0,0,0,36,25,24,15,20,0
daren_farmer__5551__HPLN1101.xls,3,4,2,64,54,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5552__HPLN1102.xls,3,4,2,67,58,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5553__Stcpr100.xls,1,15,4,1245,1198,75,13,0,1,0,0,13,17,1,18,11,0
daren_farmer__5554__HPLN1103.xls,3,4,2,67,58,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5555__HPLN1103.xls,3,4,2,69,60,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5556__Allocation_%_2.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
daren_farmer__5557__CommTeamLeaders.xls,2,0,0,144,144,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5558__Allocation_%_2.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
daren_farmer__5560__Allocation_%_2.xls,,0,0,,,,,,0,0,0,0,0,0,0,0,0
daren_farmer__5562__HPLN1104.xls,3,4,2,74,64,10,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5563__HPLN1107.xls,3,4,2,65,56,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5564__apr2000.xls,1,8,2,1397,1397,10,8,0,0,0,0,8,14,7,3,3,0
daren_farmer__5565__April 2000 transport.xls,3,16,3,254,198,35,15,0,0,0,0,15,4,12,3,16,0
daren_farmer__5566__HPLN1104.xls,3,4,2,78,69,10,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5567__Hadix TAccount NOV00.xls,3,3,2,763,722,7,4,0,0,0,0,3,2,1,3,2,0
daren_farmer__5568__sep2000.xls,1,11,2,1705,1705,14,11,0,0,0,0,11,14,8,6,2,0
daren_farmer__5569__HPLN1108.xls,3,4,2,65,56,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5570__HPLN1109.xls,3,4,2,65,56,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5571__HPLN1110.xls,3,4,2,65,56,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5572__buydef.xls,1,0,0,349,349,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5573__HPLN1111.xls,3,4,2,75,66,9,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5574__HPLN1111.xls,3,4,2,81,73,9,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5575__HPLN1114.xls,3,4,2,69,61,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5576__HPLN1115.xls,3,4,2,69,61,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5577__Beaumont_Oct2000.xls,2,24,5,987,955,32,20,0,0,0,0,20,29,13,12,6,1
daren_farmer__5579__HPLN1115.xls,3,4,2,71,63,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5580__HPLN1115.xls,3,4,2,71,63,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5581__HPLN1116.xls,3,4,2,69,61,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5582__deals_with_no_volumes.xls,1,0,0,1158,1158,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5583__BigCowbowProd.xls,3,8,4,83,82,11,5,0,0,0,0,5,6,1,6,4,0
daren_farmer__5586__BigCowbowProd - DF.xls,3,10,4,111,110,23,6,0,0,0,0,6,8,2,7,11,0
daren_farmer__5587__HPLN1117.xls,3,4,2,69,61,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5588__sales.xls,1,6,3,368,357,4,4,0,0,0,0,2,3,4,0,1,0
daren_farmer__5589__HPLN1117.xls,3,4,2,76,68,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5590__HPLN1118.xls,3,4,2,93,85,10,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5592__HPLN1121.xls,3,3,2,74,71,7,3,0,0,0,0,2,0,1,2,4,0
daren_farmer__5593__EnronAvails1200pools.xls,2,25,4,3003,2998,86,21,0,0,0,0,20,23,4,20,17,0
daren_farmer__5594__HPLN1122.xls,3,4,2,69,61,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5595__HPLN1123.xls,3,4,2,105,97,16,4,0,0,0,0,3,0,1,3,5,0
daren_farmer__5596__MinHPLN00.xls,3,10,3,73,72,11,8,0,0,0,0,5,11,5,3,2,0
daren_farmer__5597__SDSNOM.xls,3,17,5,150,143,31,14,0,0,0,0,12,13,7,7,8,0
daren_farmer__5599__HPLN1128.xls,3,4,2,69,61,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5600__EnronAvails1200pools.xls,2,27,4,3012,3006,86,22,0,0,0,0,21,24,4,20,17,0
daren_farmer__5601__1200Co-Owners Volumes to Enron.xls,2,43,4,1057,1054,93,38,0,0,0,0,36,26,25,15,20,0
daren_farmer__5602__HPLN1123.xls,3,4,2,107,99,16,4,0,0,0,0,3,0,1,3,5,0
daren_farmer__5603__HPLN1128.xls,3,4,2,71,63,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5604__HPLN1129.xls,3,4,2,75,68,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5605__Equistar Activity 092000.xls,5,4,1,337,331,4,4,0,0,0,0,4,0,4,0,1,0
daren_farmer__5606__HPLN1130.xls,3,4,2,74,67,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5607__EnronAvails1200pools.xls,2,27,4,3014,3008,86,22,0,0,0,0,21,24,4,20,17,0
daren_farmer__5608__HPLN1201.xls,3,4,2,73,66,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5609__darren_accrued_thru nov 19.xls,4,38,1,310796,310796,432,38,0,0,0,0,38,2,21,17,248,0
daren_farmer__5610__buydef.xls,1,0,0,270,270,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5611__buydef.xls,1,0,0,270,270,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5612__HPLN1202.xls,3,5,2,80,73,10,5,0,0,0,0,4,0,2,3,3,0
daren_farmer__5613__HPLN1205.xls,3,4,2,66,57,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5614__HPL-DEC.xls,1,18,3,389,384,116,19,0,1,0,0,16,22,2,20,19,0
daren_farmer__5615__Tenaska IV 2000.xls,3,3,1,64,60,5,3,0,0,0,0,3,0,1,2,2,0
daren_farmer__5616__HPLN1206.xls,3,4,2,61,52,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5617__HPL Intercompany Ks for SCS1.xls,1,0,0,1462,1462,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5618__HPLN1207.xls,3,4,2,63,54,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5619__Tenaska IV 2000.xls,3,9,2,140,132,19,13,0,0,0,0,13,10,7,10,2,0
daren_farmer__5620__HPLN1208.xls,3,4,2,58,48,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5622__HPLN1209.xls,3,4,2,59,48,9,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5623__HPLN1212.xls,3,4,2,57,47,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5624__HPLN1213.xls,3,4,2,57,47,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5627__HPLN1214.xls,3,4,2,63,54,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5629__Cleburne - October.xls,3,5,2,173,169,30,7,0,0,0,0,7,5,0,9,10,0
daren_farmer__5630__HPLN1215.xls,3,4,2,62,53,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5634__HPLN1216.xls,3,4,2,70,61,9,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5636__HPLN1216.xls,3,4,2,70,61,9,4,0,0,0,0,3,0,1,3,3,0
daren_farmer__5637__HPLN1219.xls,3,4,2,62,52,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5638__HPLN1220.xls,3,4,2,67,57,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5639__HPLN1221.xls,3,4,2,67,57,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5640__HPLN1222.xls,3,4,2,87,77,13,4,0,0,0,0,3,0,1,3,4,0
daren_farmer__5641__SDSNOM.xls,3,14,5,138,125,28,12,0,0,0,0,11,10,6,6,8,0
daren_farmer__5642__decbaserollerror.xls,1,1,1,564,564,5,1,0,0,0,0,1,2,0,1,5,0
daren_farmer__5643__HPLN1227.xls,3,4,2,74,64,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5644__HPLN1227.xls,3,4,2,80,71,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5645__HPL-DEC.xls,1,17,3,1496,1491,134,18,0,1,0,0,17,20,2,16,19,0
daren_farmer__5646__HPLN1228.xls,3,4,2,78,69,7,4,0,0,0,0,3,0,1,3,2,0
daren_farmer__5647__buydef.xls,1,0,0,290,290,0,0,0,0,0,0,0,0,0,0,0,0
daren_farmer__5648__HPLN1227.xls,3,3,2,86,77,7,3,0,0,0,0,2,0,1,2,4,0
daren_farmer__5649__HPLN1228.xls,3,3,2,83,74,7,3,0,0,0,0,2,0,1,2,4,0
daren_farmer__5650__HPL-Jan.xls,1,18,3,205,199,40,19,0,1,0,0,16,22,15,6,19,0
